,phi0,p,m,P[N],xc,yc,small_delta_v,safety_ratio
75,35.0,0.737277336810124,0.7452708068799612,0.34628804011076714,2.2937216557173166,0.9891932716339465,0.9024726800748568,3.0182035995384178
76,35.2,0.7384553406258838,0.7437997269068606,0.34828220071637284,2.290951280299991,0.9943933224723561,0.907669727785962,3.00067939014328
77,35.4,0.7396310949786096,0.7423381018941632,0.3502796899971088,2.288166185843384,0.999586069402394,0.912875450467086,2.983346119781121
78,35.6,0.74080459628675,0.7408858463423016,0.35228056277026326,2.2853663880885686,1.0047714773212044,0.9180899909793713,2.9662005661994666
79,35.8,0.7419758409756163,0.7394428759424518,0.35428487403543596,2.2825519028246286,1.0099495111770906,0.9233134926590887,2.9492395789677164
80,36.0,0.7431448254773941,0.7380091075541512,0.35629267897902606,2.279722745888077,1.015120135970035,0.9285460993293325,2.9324600774817684
81,36.2,0.744311546231154,0.7365844591834596,0.3583040329787342,2.2768789331623687,1.0202833167520482,0.9337879553117547,2.9158590490348733
82,36.4,0.7454759996828622,0.7351688499616459,0.3603189916081035,2.2740204805773394,1.0254390186275506,0.9390392054383985,2.8994335469520274
83,36.6,0.7466381822853914,0.7337622001243833,0.3623376106410871,2.2711474041086386,1.0305872067538282,0.9442999950636021,2.8831806887854916
84,36.8,0.7477980904985317,0.7323644309914402,0.3643599460566538,2.26825971977713,1.0357278463413806,0.9495704700760021,2.8670976545691627
85,37.0,0.7489557207890021,0.730975464946851,0.36638605404338653,2.26535744364845,1.040860902654349,0.9548507769105173,2.8511816851296157
86,37.2,0.7501110696304595,0.7295952254195545,0.3684159910041627,2.2624405918323323,1.045986341010893,0.9601410625605465,2.8354300804514825
87,37.4,0.7512641335035111,0.7282236368644844,0.3704498135608409,2.259509180482037,1.0511041267835957,0.965441474590182,2.8198401980953287
88,37.6,0.7524149088957244,0.7268606247441005,0.37248757855896825,2.2565632257938266,1.0562142253998426,0.9707521611464792,2.804409451666065
89,37.8,0.7535633923016378,0.725506115510347,0.37452934307255836,2.2536027440062587,1.0613166023422589,0.9760732709719067,2.7891353093298243
90,38.0,0.7547095802227719,0.7241600365870264,0.3765751644088584,2.250627751399731,1.0664112231489897,0.9814049534167709,2.774015292377837
91,38.2,0.7558534691676395,0.7228223163525773,0.3786251001131944,2.2476382642957273,1.0714980534142515,0.9867473584518436,2.7590469738352152
92,38.4,0.7569950556517563,0.7214928841232453,0.38067920797381266,2.2446342990563473,1.076577058788578,0.9921006366809793,2.7442279771133813
93,38.6,0.7581343361976522,0.7201716701366333,0.38273754602681226,2.241615872083488,1.0816482049792508,0.9974649393539691,2.7295559747042124
94,38.8,0.7592713073348807,0.7188586055356257,0.38480017256104154,2.2385829998184255,1.086711457750715,1.0028404183793032,2.7150286869147084
95,39.0,0.7604059656000309,0.7175536223526696,0.3868671461231206,2.235535698740987,1.0917667829249105,1.008227226337258,2.700643880640383
96,39.2,0.7615383075367367,0.716256653494411,0.3889385255224168,2.2324739853690345,1.0968141463816687,1.013625516492866,2.6863993681764686
97,39.4,0.7626683296956883,0.7149676327266681,0.3910143698361267,2.229397876257753,1.1018535140591441,1.0190354428091566,2.6722930060650154
98,39.6,0.7637960286346421,0.7136864946597389,0.39309473841437237,2.2263073879989816,1.1068848519541286,1.02445715996044,2.65832269397711
99,39.8,0.7649214009184317,0.7124131747340314,0.3951796908853483,2.2232025372205424,1.1119081261224177,1.0298908233457205,2.6444863736287068
100,40.0,0.7660444431189779,0.7111476092060075,0.39726928716049714,2.2200833405855898,1.1169233026792487,1.0353365891021837,2.630782027728996
101,40.2,0.7671651518152995,0.7098897351344328,0.3993635874397578,2.216949814791856,1.1219303477996432,1.0407946141188757,2.6172076789601095
102,40.4,0.7682835235935233,0.7086394903669252,0.4014626522168392,2.2138019765710015,1.1269292277187515,1.0462650560504465,2.6037613889871474
103,40.6,0.7693995550468951,0.7073968135267911,0.40356654228452954,2.2106398426879528,1.131919908732286,1.0517480733309859,2.590441257497477
104,40.8,0.7705132427757891,0.7061616440001461,0.4056753187401095,2.207463429940031,1.1369023571968164,1.057243825188131,2.577245421268171
105,41.0,0.7716245833877199,0.7049339219233086,0.4077890429907323,2.2042727551564036,1.1418765395302066,1.06275247165709,2.5641720532608723
106,41.2,0.7727335734973511,0.7037135881704625,0.4099077767589216,2.2010678351972595,1.1468424222119513,1.068274173594966,2.551219361742879
107,41.4,0.7738402097265062,0.7025005843415799,0.4120315820880905,2.197848686953085,1.1517999717835175,1.0738090926951438,2.5383855894337652
108,41.6,0.7749444887041795,0.7012948527505969,0.4141605213481242,2.1946153273438886,1.1567491548487492,1.0793573915018386,2.5256690126765533
109,41.8,0.7760464070665459,0.7000963364138381,0.416294657241011,2.1913677733184564,1.1616899380742194,1.084919233424769,2.5130679406326784
110,42.0,0.7771459614569708,0.6989049790386818,0.41843405280651597,2.188106041853624,1.1666222881895845,1.0904947827539457,2.500580714499993
111,42.2,0.778243148526021,0.697720725012459,0.42057877142793487,2.184830149953437,1.1715461719879372,1.096084204674666,2.4882057067529315
112,42.4,0.7793379649314741,0.6965435193915842,0.4227288768378944,2.1815401146483793,1.1764615563261869,1.1016876652826297,2.4759413204041496
113,42.6,0.7804304073383297,0.6953733078909052,0.42488443312420315,2.178235952994596,1.1813684081253992,1.107305331599188,2.46378598828701
114,42.8,0.7815204724188187,0.6942100368732742,0.42704550473577163,2.1749176820730627,1.1862666943711475,1.1129373715867719,2.451738172358138
115,43.0,0.7826081568524138,0.6930536533393296,0.42921215648859357,2.1715853189887606,1.1911563821139057,1.11858395416448,2.439796363019396
116,43.2,0.7836934573258397,0.6919041049174836,0.4313844535717772,2.1682388808698945,1.1960374384693604,1.1242452492237964,2.4279590784587377
117,43.4,0.7847763705330829,0.6907613398541141,0.4335624615536477,2.164878384867037,1.2009098306187675,1.129921427644496,2.416224864009246
118,43.6,0.7858568931754019,0.6896253070039513,0.43574624638793646,2.1615038481522144,1.2057735258093296,1.135612661310773,2.4045922915257267
119,43.8,0.7869350219613371,0.688495955820657,0.43793587441999254,2.158115287918135,1.2106284913545227,1.141319123127429,2.3930599587784807
120,44.0,0.7880107536067219,0.6873732363475902,0.4401314123930811,2.154712721377318,1.2154746946344641,1.147040987036288,2.3816264888635477
121,44.2,0.7890840848346907,0.6862570992087582,0.4423329274547759,2.1512961657611305,1.2203121030962336,1.1527784280328566,2.3702905296289027
122,44.4,0.7901550123756903,0.6851474955999433,0.44454048716337613,2.1478656383190002,1.2251406842542352,1.1585316221830455,2.3590507531162053
123,44.6,0.79122353296749,0.6840443772800033,0.44675415949443664,2.1444211563174287,1.2299604056905378,1.16430074664019,2.3479058550174994
124,44.8,0.7922896433551907,0.682947696562345,0.4489740128473253,2.140962737039175,1.2347712350552413,1.1700859796621386,2.3368545541465306
125,45.0,0.7933533402912352,0.6818574063065597,0.45120011605192195,2.137490397782203,1.239573140066759,1.1758875006287102,2.3258955919240134
126,45.2,0.7944146205354181,0.6807734599102235,0.4534325383752972,2.134004155858936,1.2443660885122418,1.1817054900591015,2.315027731876716
127,45.4,0.7954734808548958,0.6796958113008541,0.455671349528585,2.130504028595091,1.249150048247841,1.1875401296297978,2.3042497591495814
128,45.6,0.7965299180241963,0.6786244149280218,0.4579166196738176,2.1269900333289113,1.2539249871991238,1.1933916021923845,2.2935604800308598
129,45.8,0.7975839288252284,0.6775592257556131,0.46016841943094694,2.1234621874100483,1.2586908733612967,1.1992600917918474,2.2829587214894875
130,46.0,0.7986355100472928,0.6765001992542383,0.46242681988484613,2.1199205081987245,1.2634476747996684,1.2051457836848183,2.2724433307246867
131,46.2,0.7996846584870905,0.6754472913937867,0.4646918925924786,2.1163650130646543,1.2681953596499136,1.2110488643582589,2.262013174727099
132,46.4,0.8007313709487335,0.6744004586361184,0.46696370959011385,2.1127957193860394,1.2729338961184118,1.2169695215482665,2.251667139851343
133,46.6,0.801775644243754,0.673359657927897,0.46924234340062854,2.109212644548597,1.277663252482598,1.2229079442591018,2.241404131399522
134,46.8,0.8028174751911145,0.6723248466935531,0.4715278670409165,2.1056158059444683,1.2823833970912695,1.228864322782499,2.2312230732154053
135,47.0,0.8038568606172173,0.6712959828283812,0.47382035402933936,2.102005220971303,1.287094298364949,1.234838848717085,2.221122907289009
