,phi0,p,m,P[N],xc,yc,small_delta_v,safety_ratio
40,28.0,0.6946583704589973,0.8034828639789816,0.2781745174377973,2.3812933134741554,0.8028663214650947,0.7249597826142573,3.783657925122716
41,28.2,0.6959127965923143,0.8016157022464018,0.28008561092945194,2.379047613221468,0.8082995270631216,0.7299403463805818,3.7566642885547563
42,28.4,0.6971651028545645,0.799761964049346,0.28199819608185916,2.3767866768487345,0.8137266863604024,0.7349247976131806,3.7300420642372663
43,28.6,0.6984152854310058,0.7979215022794398,0.28391232400063493,2.3745105181347355,0.8191477627290219,0.7399132695000845,3.70378346309306
44,28.8,0.6996633405133653,0.7960941723283126,0.2858280458280573,2.3722191509207478,0.824562719577055,0.7449058953248712,3.6778809121795653
45,29.0,0.7009092642998509,0.7942798320292159,0.2877454127470816,2.36991258911017,0.8299715203490519,0.749902808477128,3.6523270472360956
46,29.2,0.7021530529951624,0.7924783416004045,0.28966447598532474,2.367590846668285,0.8353741285264736,0.7549041424628368,3.6271147055376405
47,29.4,0.7033947028105038,0.7906895635902075,0.29158528681908785,2.365253937621831,0.8407705076281384,0.7599100309148563,3.6022369190401053
48,29.6,0.7046342099635946,0.7889133628237321,0.29350789657734633,2.3629018760587854,0.8461606212107555,0.7649206076033224,3.5776869078035327
49,29.8,0.705871570678681,0.7871496063511423,0.29543235664576356,2.360534676127996,0.8515444328693427,0.7699360064461066,3.553458073680162
50,30.0,0.7071067811865476,0.7853981633974481,0.29735871847072654,2.3581523520387493,0.8569219062376261,0.7749563615193344,3.5295439942548272
51,30.2,0.7083398377245288,0.7836589053137608,0.29928703356334,2.355754918060556,0.8622930049885776,0.7799818070677946,3.505938417026302
52,30.4,0.7095707365365209,0.7819317055299527,0.301217353503466,2.3533423885227585,0.8676576928348774,0.7850124775154665,3.4826352538181027
53,30.6,0.7107994738729924,0.7802164395086802,0.30314972994376505,2.3509147778140975,0.8730159335292701,0.7900485074760518,3.459628575408637
54,30.8,0.7120260459909965,0.7785129847007147,0.30508421461372043,2.3484721003824824,0.878367690865101,0.7950900317634627,3.4369126063704503
55,31.0,0.7132504491541815,0.7768212205015416,0.307020859323706,2.346014370734483,0.883712928676707,0.8001371854024231,3.4144817201092463
56,31.2,0.7144726796328034,0.7751410282091782,0.3089597159690333,2.3435416034350385,0.8890516108399396,0.8051901036390152,3.392330434093675
57,31.4,0.7156927337037358,0.7734722909831744,0.3109008365340165,2.3410538131070897,0.8943837012725081,0.8102489219512748,3.3704534052675093
58,31.6,0.7169106076504828,0.7718148938047484,0.31284427309606644,2.338551014431084,0.8997091639344629,0.8153137760598592,3.348845425635871
59,31.8,0.7181262977631887,0.7701687234380277,0.31479007782975144,2.3360332221447617,0.9050279628287049,0.8203848019386315,3.3275014180181177
60,32.0,0.7193398003386512,0.7685336683923466,0.31673830301093125,2.3335004510425423,0.9103400620013039,0.8254621358254335,3.306416431959905
61,32.2,0.7205511116803303,0.7669096188855793,0.31868900102084086,2.33095271597529,0.9156454255420085,0.8305459142327293,3.2855856397976604
62,32.4,0.7217602280983622,0.7652964668084568,0.3206422243502342,2.3283900318498096,0.920944017584693,0.835636273958403,3.2650043328686587
63,32.6,0.7229671459095681,0.7636941056898524,0.32259802560350764,2.325812413628492,0.9262358023077125,0.8407333520965068,3.244667917860816
64,32.8,0.7241718614374675,0.76210243066299,0.3245564575028731,2.323219876328778,0.931520743934397,0.8458372860481359,3.2245719132957515
65,33.0,0.7253743710122875,0.760521338432553,0.3265175728925022,2.320612435022903,0.9367988067335113,0.8509482135322285,3.204711946139878
66,33.2,0.7265746709709759,0.7589507272426602,0.32848142474273084,2.3179901048372864,0.9420699550195913,0.8560662725965232,3.185083748537977
67,33.4,0.7277727576572104,0.7573904968456858,0.33044806615424976,2.315352900952173,0.9473341531534334,0.8611916016284816,3.165683154664032
68,33.6,0.7289686274214116,0.7558405484718878,0.3324175503623201,2.3127008386012173,0.9525913655424982,0.8663243393662728,3.146506097684555
69,33.8,0.7301622766207523,0.7543007847998295,0.3343899307410178,2.310033933070926,0.9578415566413363,0.8714646249098366,3.1275486068297322
70,34.0,0.7313537016191705,0.7527711099275595,0.3363652608074842,2.30735219970026,0.963084690952025,0.8766125977319594,3.1088068045678536
71,34.2,0.7325428987873787,0.7512514293445323,0.3383435942261852,2.3046556538802174,0.9683207330245576,0.8817683976893754,3.0902769038790154
72,34.4,0.7337298645028764,0.7497416499042433,0.34032498481323586,2.301944311053217,0.9735496474572594,0.8869321650340365,3.071955205623682
73,34.6,0.7349145951499598,0.7482416797975586,0.3423094865406864,2.299218186712724,0.9787713988972886,0.8921040404242826,3.053838096002716
74,34.8,0.7360970871197343,0.7467514285267126,0.3442971535408734,2.296477296402739,0.9839859520408865,0.8972841649361813,3.0359220441048826
